CAMIS,DBA,AIRPORT,BUILDING,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESCRIPTION,CRITICAL_FLAG,SCORE,GRADE,GRADE_DATE,RECORD_DATE,INSPECTION_TYPE
41456074,TINA BAKERY,SAF,520,Bakery,10/16/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,10/16/2014,8/28/2017,Cycle Inspection / Initial Inspection
41304636,NIALL'S ON 52ND,SAN,218,Irish,7/16/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,7/16/2015,8/28/2017,Cycle Inspection / Re-inspection
50008162,EDAMAMA CUTE CUTS AND MORE,MON,568,CafÃ©/Coffee/Tea,7/11/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,7/11/2017,8/28/2017,Cycle Inspection / Initial Inspection
41435782,LACONIA PIZZERIA,SBP,3985A,Pizza/Italian,6/2/2016,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,P,6/2/2016,8/28/2017,Cycle Inspection / Reopening Inspection
41644353,16 HANDLES,SCE,2600,"Ice Cream, Gelato, Yogurt, Ices",4/8/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,4/8/2015,8/28/2017,Cycle Inspection / Initial Inspection
50011221,BERONBERON,SEA,164,Japanese,8/3/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,8/3/2016,8/28/2017,Cycle Inspection / Re-inspection
50003001,BEAUTIFUL MEMORY DESSERT,SGF,69A,"Juice, Smoothies, Fruit Salads",7/26/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,7/26/2017,8/28/2017,Cycle Inspection / Initial Inspection
41606774,SIDLEY AUSTIN CAFETERIA,SGU,787,American,5/4/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,5/4/2015,8/28/2017,Cycle Inspection / Initial Inspection
50003622,XING WANG FUZHOU CUISINE,SHV,4128,Chinese,4/22/2016,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,A,4/22/2016,8/28/2017,Cycle Inspection / Re-inspection
41033693,ONE 7 KARAOKE,SIT,29,"Bottled beverages, including water, sodas, juices, etc.",10/25/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,10/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
41322772,NANO BILLIARD CAFE,SJC,185,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/7/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,B,4/7/2015,8/28/2017,Cycle Inspection / Re-inspection
40367241,JG MELON RESTAURANT,SJU,1291,American,1/10/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,1/10/2017,8/28/2017,Cycle Inspection / Re-inspection
40382057,DYKER BEACH GOLF (GRILL ROOM),SLC,1020,American,12/23/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/23/2015,8/28/2017,Cycle Inspection / Initial Inspection
50001968,SUSHI 21,SMX,174,Japanese,12/29/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,12/29/2014,8/28/2017,Cycle Inspection / Re-inspection
40363834,CARVEL ICE CREAM,SPI,1111,"Ice Cream, Gelato, Yogurt, Ices",12/22/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,12/22/2016,8/28/2017,Cycle Inspection / Initial Inspection
41597385,JUGOS Y TACOS,STX,7804,Mexican,5/20/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11,A,5/20/2015,8/28/2017,Cycle Inspection / Re-inspection
41377069,CATALDO'S RESTAURANT,TUE,554,Italian,2/3/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,B,2/3/2016,8/28/2017,Cycle Inspection / Re-inspection
50011694,SWEET CHICK,SWF,178,American,2/19/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,2/19/2016,8/28/2017,Cycle Inspection / Initial Inspection
41694144,GAONNURI,TOL,1250,Korean,10/29/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,10/29/2013,8/28/2017,Cycle Inspection / Initial Inspection
40567533,THE THIRSTY SCHOLAR,TTN,155,American,8/4/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/4/2016,8/28/2017,Cycle Inspection / Initial Inspection
50036544,BON APPETITE BAKERY,TUS,5013,Bakery,1/25/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,1/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
41673128,PARAISO SALUDABLE,TVC,3708,CafÃ©/Coffee/Tea,8/3/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,4,A,8/3/2015,8/28/2017,Cycle Inspection / Initial Inspection
50047003,KENNEDY FRIED CHICKEN,TWF,263,Chicken,5/25/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13,A,5/25/2017,8/28/2017,Cycle Inspection / Initial Inspection
50016854,BOCCA BLISS,TXK,725,American,6/30/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/30/2017,8/28/2017,Cycle Inspection / Re-inspection
41596469,AVENITA DINER,TYR,8323,American,6/8/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/8/2015,8/28/2017,Cycle Inspection / Re-inspection
50018636,OUR WICKED LADY,TYS,153,American,2/18/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,2/18/2016,8/28/2017,Cycle Inspection / Initial Inspection
50011814,HARLEM FOOD COURT,VEL,66,American,10/6/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,C,10/6/2014,8/28/2017,Cycle Inspection / Re-inspection
41528851,GOOD TASTE RESTAURANT,VLD,3801,Chinese,12/24/2014,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,11,A,12/24/2014,8/28/2017,Cycle Inspection / Initial Inspection
40937073,RUBEN'S EMPANADAS,WRG,64,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/16/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,8/16/2013,8/28/2017,Cycle Inspection / Initial Inspection
50054297,MR POLLO # 2,XNA,1227,Spanish,2/16/2017,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,9,A,2/16/2017,8/28/2017,Pre-permit (Operational) / Re-inspection
41264022,HEAVENLY FRITAILLE RESTAURANT,YUM,21221,Creole,1/12/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,27,B,1/12/2017,8/28/2017,Cycle Inspection / Re-inspection
50014342,UNDERGROUND LOUNGE,BQK,250,American,11/1/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,11/1/2016,8/28/2017,Cycle Inspection / Re-inspection
40515597,ANYWAY CAFE,BQN,34,Russian,3/13/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10,A,3/13/2014,8/28/2017,Cycle Inspection / Re-inspection
50005068,JALAPENO KING,BRD,719,Tex-Mex,4/11/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,4/11/2017,8/28/2017,Cycle Inspection / Initial Inspection
41316819,HIDEAWAY,BTR,185,American,9/22/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,B,9/22/2014,8/28/2017,Cycle Inspection / Re-inspection
41717113,CHEN GARDEN,BUF,9422,Chinese,6/25/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/25/2014,8/28/2017,Cycle Inspection / Initial Inspection
41687082,THE POMEROY,BWI,3612,American,10/20/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,10/20/2015,8/28/2017,Cycle Inspection / Initial Inspection
41347049,MACONDO,BZN,157,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/6/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A,2/6/2015,8/28/2017,Cycle Inspection / Re-inspection
50014686,JONGRO BBQ,CAE,22,Korean,12/24/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,B,12/24/2014,8/28/2017,Cycle Inspection / Re-inspection
50013400,CLEOPATRA CAFE,CAK,2562,"Bottled beverages, including water, sodas, juices, etc.",8/5/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13,A,8/5/2016,8/28/2017,Cycle Inspection / Initial Inspection
40403768,CLEARY GOTTLIEB,CDC,1,American,8/25/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,8/25/2014,8/28/2017,Cycle Inspection / Initial Inspection
50005361,ROCCA CAFE & LOUNGE,CHS,2712,Mediterranean,7/9/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18,B,7/9/2014,8/28/2017,Pre-permit (Operational) / Re-inspection
41658762,JOE BROADWAYS BILLIARDS,CID,2178,American,4/19/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,4/19/2017,8/28/2017,Cycle Inspection / Initial Inspection
41068312,EL ENCUENTRO RESTAURANT,CMH,3901,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/4/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,8/4/2015,8/28/2017,Cycle Inspection / Initial Inspection
41706222,PATA PA-PLEAN,CMI,7621,Continental,4/21/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,4/21/2016,8/28/2017,Cycle Inspection / Initial Inspection
41254531,LE BARRICOU,CMX,533,French,6/24/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,15,B,6/24/2015,8/28/2017,Cycle Inspection / Re-inspection
50013048,THE HAROLD,CNY,1271,American,10/5/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,A,10/5/2015,8/28/2017,Cycle Inspection / Re-inspection
41117553,EPISTROPHY CAFE,CRP,200,Italian,11/28/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,B,11/28/2016,8/28/2017,Cycle Inspection / Re-inspection
40425021,BAGEL BAZAAR,CRW,2208,Bagels/Pretzels,4/14/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/14/2016,8/28/2017,Cycle Inspection / Initial Inspection
41696209,NEW BELACAN RESTAURANT,CSG,5918,Asian,7/5/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,7/5/2016,8/28/2017,Cycle Inspection / Re-inspection
50005479,NEW MING'S KITCHEN,CVG,5615,Chinese,10/14/2014,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,9,A,10/14/2014,8/28/2017,Cycle Inspection / Re-inspection
50032670,TAQUERIA SANTA FE,DAY,4708,Mexican,2/16/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2/16/2017,8/28/2017,Cycle Inspection / Initial Inspection
41371915,TRIO PIZZA GRILL,DCA,1907,Pizza/Italian,6/29/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/29/2017,8/28/2017,Cycle Inspection / Re-inspection
41156203,L'FONDA,BRD,2023,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/23/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,B,10/23/2015,8/28/2017,Cycle Inspection / Re-inspection
40960423,EL MAGUEY Y LA TUNA,BTV,321,Mexican,5/21/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,5/21/2014,8/28/2017,Cycle Inspection / Re-inspection
41382007,CASA LA FEMME,BUF,140,Egyptian,11/12/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,B,11/12/2014,8/28/2017,Cycle Inspection / Re-inspection
41241630,MCDONALD'S,BUR,2142,Hamburgers,10/28/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,10/28/2015,8/28/2017,Cycle Inspection / Re-inspection
50000546,KING DAVID LOUNGE,CAE,NKA,Jewish/Kosher,4/25/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,4/25/2017,8/28/2017,Cycle Inspection / Initial Inspection
50062721,JG STEAKHOUSE,CDC,902,Jewish/Kosher,6/22/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,16,B,6/22/2017,8/28/2017,Pre-permit (Operational) / Re-inspection
41620905,IL TINELLO RISTORANTE,CHO,16,Italian,9/22/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,9/22/2016,8/28/2017,Cycle Inspection / Initial Inspection
50058708,WAH YUNG,CLD,648,Chinese,2/8/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2/8/2017,8/28/2017,Pre-permit (Operational) / Initial Inspection
50007237,KENNEDY FRIED CHICKEN,CLE,1032,American,12/30/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,B,12/30/2016,8/28/2017,Cycle Inspection / Re-inspection
41539001,EVERYTHING YOGURT/GRETEL'S PRETZELS,CLL,5371,"Ice Cream, Gelato, Yogurt, Ices",9/3/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,6,A,9/3/2015,8/28/2017,Cycle Inspection / Initial Inspection
40396532,METRO DINER,CMI,2641,American,5/25/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,5/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
50013468,KREYOL FLAVOR,COD,2816,Caribbean,10/27/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,10/27/2014,8/28/2017,Cycle Inspection / Initial Inspection
50036110,SAINTS AND SINNERS,COS,5921,American,5/9/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/9/2017,8/28/2017,Cycle Inspection / Initial Inspection
41166868,SANGRIA TAPAS BAR & RESTAURANT,CPR,9541,Spanish,6/29/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,6/29/2016,8/28/2017,Cycle Inspection / Re-inspection
40746628,ORIGINAL VEGETARIAN RESTAURANT,CRP,752,Vegetarian,4/14/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,4/14/2015,8/28/2017,Cycle Inspection / Initial Inspection
41620905,IL TINELLO RISTORANTE,CSG,16,Italian,9/15/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,9/15/2015,8/28/2017,Cycle Inspection / Initial Inspection
41313605,PAPA JOHN'S DELI,DAB,325,Sandwiches,2/6/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2/6/2015,8/28/2017,Cycle Inspection / Initial Inspection
41562538,SOUTHERN HOSPITALITY,DAL,645,Barbecue,1/9/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,1/9/2017,8/28/2017,Cycle Inspection / Initial Inspection
50051513,GOLDEN PALACE,DAY,1757,Chinese,9/21/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,19,B,9/21/2016,8/28/2017,Pre-permit (Operational) / Re-inspection
41379445,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,DCA,2124,Caribbean,7/30/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,7/30/2014,8/28/2017,Cycle Inspection / Re-inspection
41318993,ADVENTURES AMUSEMENT PARK,DEN,1824,American,7/20/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,7/20/2017,8/28/2017,Cycle Inspection / Initial Inspection
41446990,ALEMBI CAFE,DHN,2363,CafÃ©/Coffee/Tea,6/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/28/2017,8/28/2017,Cycle Inspection / Initial Inspection
41574266,MOMOFUKU MILK BAR,DIK,251,CafÃ©/Coffee/Tea,2/19/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2/19/2015,8/28/2017,Cycle Inspection / Initial Inspection
40534155,ODESSA,DRO,119,American,6/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/13/2016,8/28/2017,Cycle Inspection / Re-inspection
41594758,LAVENDER LAKE,DVL,383,American,6/2/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,6/2/2016,8/28/2017,Cycle Inspection / Initial Inspection
50046619,A CANAAN SUSHI,EAU,154,Japanese,6/26/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,6/26/2017,8/28/2017,Cycle Inspection / Re-inspection
41604732,KING'S CHEF,ECP,15327,Chinese,10/31/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,10/31/2016,8/28/2017,Cycle Inspection / Initial Inspection
50058910,HUNGER PANG,EGE,1021,Asian,6/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/15/2017,8/28/2017,Pre-permit (Operational) / Re-inspection
50043778,CECI'S RESTAURANT,ELP,423,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/2/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A,12/2/2016,8/28/2017,Cycle Inspection / Re-inspection
40698823,UNION CAFE RESTAURANT,ERI,568,American,8/11/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,8/11/2014,8/28/2017,Cycle Inspection / Re-inspection
40387746,ROSEBANK TAVERN,ESC,1258,American,2/2/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,2/2/2016,8/28/2017,Cycle Inspection / Re-inspection
41225243,PATSY'S PIZZERIA,EWR,801,Pizza/Italian,9/22/2016,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A,9/22/2016,8/28/2017,Cycle Inspection / Initial Inspection
40564078,AU BON PAIN,FAT,70,Sandwiches/Salads/Mixed Buffet,6/18/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/18/2015,8/28/2017,Cycle Inspection / Re-inspection
40951165,MOONCAKE FOODS,FAY,28,Asian,1/12/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,B,1/12/2016,8/28/2017,Cycle Inspection / Re-inspection
41691644,TAQUERIA EL BUEN GUSTO,FCA,277,Mexican,3/6/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,19,B,3/6/2014,8/28/2017,Cycle Inspection / Re-inspection
41568650,ANTOJITOS DELI FOOD,FLG,1936,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/12/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,4/12/2016,8/28/2017,Cycle Inspection / Re-inspection
40391383,AIR FRANCE LOUNGE,FNT,0,French,9/29/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,9/29/2015,8/28/2017,Cycle Inspection / Re-inspection
41598329,BOSTON ROAD CHINA,FSD,3483,Chinese,4/3/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,4/3/2015,8/28/2017,Cycle Inspection / Re-inspection
40885478,ROCA TONE SEAFOOD RESTAURANT,GCC,3740,Caribbean,11/10/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,11/10/2016,8/28/2017,Cycle Inspection / Re-inspection
50003078,THE ROOF,GCK,120,American,2/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,2/29/2016,8/28/2017,Cycle Inspection / Initial Inspection
41408378,NONNA L.E.S. PIZZERIA,GFK,105,Pizza/Italian,12/19/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,12/19/2014,8/28/2017,Cycle Inspection / Re-inspection
